S.NO,PROP_ID,SIZE_OF_PROPERTY,NO_OF_BEDROOMS,LOCALITY,PROPERTY_TYPE,TOTAL_FLOOR,AGE_OF_BUILDING,PRICE_IN_LAKHS,CONSTRUCTION_STATUS,LATITUDE,LOGITUDE
957,F70537870,700,1,Reputed Builder Wild Wood Park 2,Residential Apartment,10,25,28.65,Ready to move,19.1969686,73.07473537
958,O70531728,750,2,Reputed Builder Wild Wood Park 2,Residential Apartment,7,48,23.74,Ready to move,19.1969686,73.07473537
959,P70530500,750,1,Shiv Residency,Residential Apartment,10,34,52,Ready to move,19.1969686,73.07473537
960,K70526840,2800,1,Tata New Haven,Residential Apartment,3,30,140,Ready to move,19.1969686,73.07473537
961,T70524172,650,2,Reputed Builder Wild Wood Park 2,Residential Apartment,22,41,625,Under Construction,19.1969686,73.07473537
962,N70523972,1082,4,Reputed Builder Wild Wood Park 2,Residential Apartment,18,50,265,Ready to move,28.38431985,76.91223256
963,K70523382,550,4,Reputed Builder Wild Wood Park 2,Residential Apartment,3,29,130,Ready to move,33.4723886,73.0672838
964,U70522628,1400,4,Reputed Builder Wild Wood Park 2,Residential Apartment,16,5,106,Ready to move,28.4913452,77.0710259
965,Y70514370,1150,3,Reputed Builder Wild Wood Park 2,Residential Apartment,5,19,110,Ready to move,44.404906,26.0718655
966,B70488436,1350,3,Reputed Builder Wild Wood Park 2,Residential Apartment,16,12,361,Under Construction,28.39137685,76.88638485
967,X70392660,1050,3,Reputed Builder Wild Wood Park 2,Residential Apartment,20,38,36.82,Under Construction,19.0257731,73.05918478
968,P70392366,712,3,Pioneer Heritage Residency 2,Residential Apartment,20,8,36,Ready to move,19.0257731,73.05918478
969,D70342490,1082,2,Reputed Builder Wild Wood Park 2,Residential Apartment,20,47,28.65,Ready to move,19.04310935,73.07430033
970,W70283688,800,2,Reputed Builder Wild Wood Park 2,Residential Apartment,20,22,116,Ready to move,19.04310935,73.07430033
971,P70240976,1200,3,Reputed Builder Wild Wood Park 2,Residential Apartment,12,33,21,Under Construction,19.0477591,73.07037624
972,Q70240634,900,2,Reputed Builder Wild Wood Park 2,Residential Apartment,15,2,27,Ready to move,19.0257731,73.05918478
973,D70073038,850,3,Reputed Builder Wild Wood Park 2,Residential Apartment,12,41,39.85,Ready to move,19.0257731,73.05918478
974,R69905614,650,4,Reputed Builder Wild Wood Park 2,Residential Apartment,15,14,22,Ready to move,19.0257731,73.05918478
975,Z70534508,620,3,Mateshwari Regency,Residential Apartment,6,46,23,Under Construction,19.0257731,73.05918478
976,S70533054,590,2,Reputed Builder Wild Wood Park 2,Residential Apartment,23,24,26.5,Ready to move,28.38431985,76.91223256
977,I70532556,300,4,Reputed Builder Wild Wood Park 2,Residential Apartment,14,3,46,Under Construction,19.0257731,73.05918478
978,Z70529780,550,3,Reputed Builder Wild Wood Park 2,Residential Apartment,8,39,23.74,Under Construction,28.39137685,76.88638485
979,D70529078,650,2,Reputed Builder Wild Wood Park 2,Residential Apartment,9,16,50,Under Construction,28.38431985,76.91223256
980,S70527936,800,2,Reputed Builder Wild Wood Park 2,Residential Apartment,5,31,72,Under Construction,28.4618719,77.05688
981,K70527802,750,2,Shiv Darshan Shiv Darshan Society,Residential Apartment,21,9,720,Under Construction,33.4723886,73.0672838
982,M70524464,300,4,Reputed Builder Wild Wood Park 2,Residential Apartment,3,45,61,Under Construction,19.04310935,73.07430033
983,U70465458,650,3,Reputed Builder Wild Wood Park 2,Residential Apartment,10,25,185,Under Construction,19.04310935,73.07430033
984,O70464936,850,2,Reputed Builder Wild Wood Park 2,Residential Apartment,10,17,225,Under Construction,19.0257731,73.05918478
985,K70340986,950,3,Reputed Builder Wild Wood Park 2,Residential Apartment,20,36,170,Under Construction,28.39137685,76.88638485
986,P70338286,1150,3,Reputed Builder Wild Wood Park 2,Residential Apartment,6,6,111,Under Construction,19.6197639,74.6599008
987,B70241538,950,2,Reputed Builder Wild Wood Park 2,Residential Apartment,11,20,35,Under Construction,19.0257731,73.05918478
988,E70071168,1100,2,Reputed Builder Wild Wood Park 2,Residential Apartment,20,37,52,Under Construction,19.0257731,73.05918478
989,I70528350,500,2,Reputed Builder Wild Wood Park 2,Residential Apartment,6,13,58,Under Construction,19.0257731,73.05918478
990,R70521584,650,2,Reputed Builder Wild Wood Park 2,Residential Apartment,4,42,62,Under Construction,19.0257731,73.05918478
991,I70406482,750,2,Reputed Builder Wild Wood Park 2,Residential Apartment,15,11,275,Under Construction,19.1969686,73.07473537
992,Y70394162,950,3,Reputed Builder Wild Wood Park 2,Residential Apartment,15,27,155,Under Construction,19.1969686,73.07473537
993,I70241564,750,2,Reputed Builder Wild Wood Park 2,Residential Apartment,20,48,137.99999,Under Construction,19.1969686,73.07473537
994,O70240492,1200,2,Reputed Builder Wild Wood Park 2,Residential Apartment,15,4,34,Under Construction,19.1969686,73.07473537
995,B70073544,850,2,Reputed Builder Wild Wood Park 2,Residential Apartment,11,35,35,Under Construction,19.1969686,73.07473537
996,K70467688,350,4,Labdhi Leela,Residential Apartment,3,15,52,Under Construction,19.2083801,72.842227
997,W70466446,900,4,Reputed Builder Wild Wood Park 2,Residential Apartment,17,30,24,Under Construction,19.4579689,72.8142138
998,U70339026,1100,3,Reputed Builder Wild Wood Park 2,Residential Apartment,20,23,49,Under Construction,19.0336118,73.01813957
999,A70467622,350,3,Reputed Builder Wild Wood Park 2,Residential Apartment,3,43,111,Under Construction,19.0411437,73.093186
1000,K70411062,900,2,Reputed Builder Wild Wood Park 2,Residential Apartment,20,18,35,Under Construction,19.1633281,72.8411995
